"Step","northern-sky-16516 - val_bleu_20rolling","northern-sky-16516 - val_bleu_20rolling__MIN","northern-sky-16516 - val_bleu_20rolling__MAX"
"1510","0.26700044764390113","0.26700044764390113","0.26700044764390113"
"1521","0.2756419093173707","0.2756419093173707","0.2756419093173707"
"1532","0.27614742108274104","0.27614742108274104","0.27614742108274104"
"1543","0.2808381273441151","0.2808381273441151","0.2808381273441151"
"1564","0.2759188586929708","0.2759188586929708","0.2759188586929708"
"1575","0.27712274884354626","0.27712274884354626","0.27712274884354626"
"1586","0.2893449089300416","0.2893449089300416","0.2893449089300416"
"1597","0.2758702409835135","0.2758702409835135","0.2758702409835135"
"1608","0.28615474110336553","0.28615474110336553","0.28615474110336553"
"1629","0.29269194324106307","0.29269194324106307","0.29269194324106307"
"1650","0.29265275496479837","0.29265275496479837","0.29265275496479837"
"1661","0.2719205839998891","0.2719205839998891","0.2719205839998891"
"1672","0.2774123656263138","0.2774123656263138","0.2774123656263138"
"1683","0.26377195844346385","0.26377195844346385","0.26377195844346385"
"1694","0.2631363961170988","0.2631363961170988","0.2631363961170988"
"1705","0.2633362654678379","0.2633362654678379","0.2633362654678379"
"1716","0.234837063108378","0.234837063108378","0.234837063108378"
"1737","0.2389593456153023","0.2389593456153023","0.2389593456153023"
"1748","0.23548978750187086","0.23548978750187086","0.23548978750187086"
"1759","0.2400381256939282","0.2400381256939282","0.2400381256939282"
"1780","0.23630901017906575","0.23630901017906575","0.23630901017906575"
"1791","0.23408051927580653","0.23408051927580653","0.23408051927580653"
"1822","0.24165934543345474","0.24165934543345474","0.24165934543345474"
"1833","0.24654632020305503","0.24654632020305503","0.24654632020305503"
"1864","0.23985779963178844","0.23985779963178844","0.23985779963178844"
"1905","0.244385012342725","0.244385012342725","0.244385012342725"
"1916","0.2387107081879314","0.2387107081879314","0.2387107081879314"
"1927","0.24266697276256474","0.24266697276256474","0.24266697276256474"
"1938","0.24411613853795314","0.24411613853795314","0.24411613853795314"
"1959","0.226887435591045","0.226887435591045","0.226887435591045"
"1980","0.2293849421386632","0.2293849421386632","0.2293849421386632"
"1991","0.2326173705312313","0.2326173705312313","0.2326173705312313"
"2012","0.2408403526400162","0.2408403526400162","0.2408403526400162"
"2023","0.23710757736512897","0.23710757736512897","0.23710757736512897"
"2034","0.24435973075425876","0.24435973075425876","0.24435973075425876"
"2045","0.25276972556352545","0.25276972556352545","0.25276972556352545"
"2056","0.2760664158351217","0.2760664158351217","0.2760664158351217"
"2067","0.26222582254151594","0.26222582254151594","0.26222582254151594"
"2078","0.26996373339704305","0.26996373339704305","0.26996373339704305"
"2089","0.27552538610814714","0.27552538610814714","0.27552538610814714"
"2100","0.2821592224331358","0.2821592224331358","0.2821592224331358"
"2111","0.29139905857732507","0.29139905857732507","0.29139905857732507"
"2142","0.2919861345975985","0.2919861345975985","0.2919861345975985"
"2153","0.29376891563411145","0.29376891563411145","0.29376891563411145"
"2164","0.30194150011058457","0.30194150011058457","0.30194150011058457"
"2175","0.2916462146943643","0.2916462146943643","0.2916462146943643"
"2186","0.288708268107301","0.288708268107301","0.288708268107301"
"2197","0.2940981549914111","0.2940981549914111","0.2940981549914111"
"2208","0.2829241357884008","0.2829241357884008","0.2829241357884008"
"2219","0.2908712937740946","0.2908712937740946","0.2908712937740946"
"2230","0.29213529941698263","0.29213529941698263","0.29213529941698263"
"2261","0.29886642421714443","0.29886642421714443","0.29886642421714443"
"2282","0.2930738301528283","0.2930738301528283","0.2930738301528283"
"2303","0.29906143437243","0.29906143437243","0.29906143437243"
"2334","0.304160250100929","0.304160250100929","0.304160250100929"
"2345","0.30342069082463236","0.30342069082463236","0.30342069082463236"
"2366","0.2832216335988994","0.2832216335988994","0.2832216335988994"
"2377","0.286633375482642","0.286633375482642","0.286633375482642"
"2388","0.29311190603726484","0.29311190603726484","0.29311190603726484"
"2399","0.2922537791388364","0.2922537791388364","0.2922537791388364"
"2410","0.2959712935251053","0.2959712935251053","0.2959712935251053"
"2421","0.2807098741663531","0.2807098741663531","0.2807098741663531"
"2432","0.2866101732852163","0.2866101732852163","0.2866101732852163"
"2443","0.2854373131588352","0.2854373131588352","0.2854373131588352"
"2454","0.2810674619285146","0.2810674619285146","0.2810674619285146"
"2465","0.2906462412527604","0.2906462412527604","0.2906462412527604"
"2476","0.29964910810803985","0.29964910810803985","0.29964910810803985"
"2487","0.2952017123338334","0.2952017123338334","0.2952017123338334"
"2498","0.296744731244851","0.296744731244851","0.296744731244851"
"2509","0.2914382011011169","0.2914382011011169","0.2914382011011169"
"2520","0.2991980127702092","0.2991980127702092","0.2991980127702092"
"2531","0.3084387316217552","0.3084387316217552","0.3084387316217552"
"2542","0.3067834467636713","0.3067834467636713","0.3067834467636713"
"2563","0.31264216143119716","0.31264216143119716","0.31264216143119716"
"2574","0.2982947980803238","0.2982947980803238","0.2982947980803238"
"2585","0.2891617582886889","0.2891617582886889","0.2891617582886889"
"2596","0.3201534763998428","0.3201534763998428","0.3201534763998428"
"2607","0.31701626060702054","0.31701626060702054","0.31701626060702054"
"2618","0.30299667881798054","0.30299667881798054","0.30299667881798054"
"2629","0.2950687693326193","0.2950687693326193","0.2950687693326193"
"2650","0.28334340220770177","0.28334340220770177","0.28334340220770177"
"2661","0.2946340588660956","0.2946340588660956","0.2946340588660956"
"2682","0.28049544705496865","0.28049544705496865","0.28049544705496865"
"2693","0.278302987599458","0.278302987599458","0.278302987599458"
"2704","0.2784774245037856","0.2784774245037856","0.2784774245037856"
"2715","0.26988303952718273","0.26988303952718273","0.26988303952718273"
"2726","0.25829759930314905","0.25829759930314905","0.25829759930314905"
"2737","0.26458391524451647","0.26458391524451647","0.26458391524451647"
"2748","0.2577219943120239","0.2577219943120239","0.2577219943120239"
"2759","0.2632009329234475","0.2632009329234475","0.2632009329234475"
"2770","0.25563344008154937","0.25563344008154937","0.25563344008154937"
"2781","0.24945975942225065","0.24945975942225065","0.24945975942225065"
"2792","0.2379640518946158","0.2379640518946158","0.2379640518946158"
"2823","0.2146016943397783","0.2146016943397783","0.2146016943397783"
"2834","0.22758245744940386","0.22758245744940386","0.22758245744940386"
"2845","0.2216893671949449","0.2216893671949449","0.2216893671949449"
"2856","0.20291305911696803","0.20291305911696803","0.20291305911696803"
"2867","0.20991655550235355","0.20991655550235355","0.20991655550235355"
"2878","0.218295229798111","0.218295229798111","0.218295229798111"
"2889","0.22926074324384588","0.22926074324384588","0.22926074324384588"
"2900","0.22683354610820744","0.22683354610820744","0.22683354610820744"
"2911","0.2171172518322268","0.2171172518322268","0.2171172518322268"
"2922","0.23299253843848228","0.23299253843848228","0.23299253843848228"
"2933","0.2354271859627323","0.2354271859627323","0.2354271859627323"
"2944","0.22640911633335006","0.22640911633335006","0.22640911633335006"
"2955","0.22752280680263579","0.22752280680263579","0.22752280680263579"
"2966","0.23182103393800782","0.23182103393800782","0.23182103393800782"
"2977","0.2261242374660311","0.2261242374660311","0.2261242374660311"
"2988","0.23261935509551462","0.23261935509551462","0.23261935509551462"
"2999","0.2314534244366036","0.2314534244366036","0.2314534244366036"
"3010","0.2397467354404291","0.2397467354404291","0.2397467354404291"
"3021","0.24361932724654198","0.24361932724654198","0.24361932724654198"
"3032","0.2471090401369733","0.2471090401369733","0.2471090401369733"
"3043","0.2528578885422145","0.2528578885422145","0.2528578885422145"
"3054","0.24706269889035587","0.24706269889035587","0.24706269889035587"
"3065","0.26852459694127784","0.26852459694127784","0.26852459694127784"
"3076","0.26157896118362933","0.26157896118362933","0.26157896118362933"
"3087","0.2662113220011684","0.2662113220011684","0.2662113220011684"
"3098","0.2592616725733573","0.2592616725733573","0.2592616725733573"
"3109","0.2480596293797025","0.2480596293797025","0.2480596293797025"
"3120","0.25709876764572137","0.25709876764572137","0.25709876764572137"
"3131","0.26115929425985607","0.26115929425985607","0.26115929425985607"
"3142","0.25214095518415475","0.25214095518415475","0.25214095518415475"
"3153","0.25047101115341636","0.25047101115341636","0.25047101115341636"
"3164","0.2526443091990774","0.2526443091990774","0.2526443091990774"
"3185","0.24786614188060296","0.24786614188060296","0.24786614188060296"
"3196","0.23981020610197537","0.23981020610197537","0.23981020610197537"
"3227","0.23518257797510408","0.23518257797510408","0.23518257797510408"
"3248","0.24350993044031166","0.24350993044031166","0.24350993044031166"
"3259","0.23896137913034177","0.23896137913034177","0.23896137913034177"
"3270","0.2398837274600207","0.2398837274600207","0.2398837274600207"
"3281","0.22743919510042757","0.22743919510042757","0.22743919510042757"
"3302","0.2527607930793456","0.2527607930793456","0.2527607930793456"
"3313","0.2659057252672425","0.2659057252672425","0.2659057252672425"
"3324","0.27867217418316276","0.27867217418316276","0.27867217418316276"
"3335","0.2588784456294284","0.2588784456294284","0.2588784456294284"
"3346","0.25187726477245637","0.25187726477245637","0.25187726477245637"
"3357","0.24253408125086126","0.24253408125086126","0.24253408125086126"
"3368","0.25003734915515397","0.25003734915515397","0.25003734915515397"
"3399","0.25616689387896135","0.25616689387896135","0.25616689387896135"
"3410","0.2577929082016321","0.2577929082016321","0.2577929082016321"
"3431","0.25747696279930543","0.25747696279930543","0.25747696279930543"
"3452","0.26400915754970744","0.26400915754970744","0.26400915754970744"
"3463","0.2574044014311486","0.2574044014311486","0.2574044014311486"
"3474","0.25731507901204526","0.25731507901204526","0.25731507901204526"
"3495","0.26355445479285383","0.26355445479285383","0.26355445479285383"
"3506","0.26454269808229275","0.26454269808229275","0.26454269808229275"
"3517","0.2832408962871856","0.2832408962871856","0.2832408962871856"
"3528","0.29488861462096905","0.29488861462096905","0.29488861462096905"
"3539","0.31234598155599375","0.31234598155599375","0.31234598155599375"
"3550","0.3040301954041595","0.3040301954041595","0.3040301954041595"
"3561","0.33576651646445477","0.33576651646445477","0.33576651646445477"
"3572","0.31428682876076325","0.31428682876076325","0.31428682876076325"
"3583","0.29723434716477015","0.29723434716477015","0.29723434716477015"
"3594","0.29286772371915015","0.29286772371915015","0.29286772371915015"
"3605","0.3098975962888458","0.3098975962888458","0.3098975962888458"
"3616","0.3173027732364637","0.3173027732364637","0.3173027732364637"
"3627","0.3302673824956176","0.3302673824956176","0.3302673824956176"
"3638","0.3369982782679699","0.3369982782679699","0.3369982782679699"
"3649","0.3510353889980566","0.3510353889980566","0.3510353889980566"
"3660","0.3588128056190681","0.3588128056190681","0.3588128056190681"
"3671","0.37434148328963857","0.37434148328963857","0.37434148328963857"
"3682","0.3597268808729696","0.3597268808729696","0.3597268808729696"
"3703","0.3526571736206652","0.3526571736206652","0.3526571736206652"
"3714","0.354907025274316","0.354907025274316","0.354907025274316"
"3725","0.3743622157734834","0.3743622157734834","0.3743622157734834"
"3736","0.37922747235755466","0.37922747235755466","0.37922747235755466"
"3747","0.36025155437735124","0.36025155437735124","0.36025155437735124"
"3758","0.3500476716565526","0.3500476716565526","0.3500476716565526"
"3769","0.3304626173099403","0.3304626173099403","0.3304626173099403"
"3780","0.3371733911251979","0.3371733911251979","0.3371733911251979"
"3801","0.30895953317467156","0.30895953317467156","0.30895953317467156"
"3822","0.29847256294949964","0.29847256294949964","0.29847256294949964"
"3853","0.3143807527238072","0.3143807527238072","0.3143807527238072"
"3874","0.30670132055016713","0.30670132055016713","0.30670132055016713"
"3885","0.29206658233497096","0.29206658233497096","0.29206658233497096"
"3896","0.28946410355351326","0.28946410355351326","0.28946410355351326"
"3917","0.2780973830106017","0.2780973830106017","0.2780973830106017"
"3928","0.2672249194609391","0.2672249194609391","0.2672249194609391"
"3939","0.24724122524302422","0.24724122524302422","0.24724122524302422"
"3950","0.23153669481258224","0.23153669481258224","0.23153669481258224"
"3961","0.21344532190394017","0.21344532190394017","0.21344532190394017"
"3972","0.21900405316892513","0.21900405316892513","0.21900405316892513"
"3983","0.23471295829919803","0.23471295829919803","0.23471295829919803"
"3994","0.2332139085673893","0.2332139085673893","0.2332139085673893"
"4015","0.2260097425495144","0.2260097425495144","0.2260097425495144"
"4026","0.22862712041665162","0.22862712041665162","0.22862712041665162"
"4037","0.2242024656874903","0.2242024656874903","0.2242024656874903"
"4048","0.21782774636690136","0.21782774636690136","0.21782774636690136"
"4059","0.2288040430297003","0.2288040430297003","0.2288040430297003"
"4070","0.2255950306789106","0.2255950306789106","0.2255950306789106"
"4081","0.2187005287917557","0.2187005287917557","0.2187005287917557"
"4092","0.2529339105625309","0.2529339105625309","0.2529339105625309"
"4103","0.24160908369724637","0.24160908369724637","0.24160908369724637"
"4124","0.23698928330233449","0.23698928330233449","0.23698928330233449"
"4145","0.23445209320955496","0.23445209320955496","0.23445209320955496"
"4156","0.24074484853800493","0.24074484853800493","0.24074484853800493"
"4167","0.24378864831817273","0.24378864831817273","0.24378864831817273"
"4198","0.25885977309144487","0.25885977309144487","0.25885977309144487"
"4219","0.25557974868647576","0.25557974868647576","0.25557974868647576"
"4230","0.26182077650989527","0.26182077650989527","0.26182077650989527"
"4241","0.2645774616023298","0.2645774616023298","0.2645774616023298"
"4262","0.2681769301800922","0.2681769301800922","0.2681769301800922"
"4273","0.2793347905761671","0.2793347905761671","0.2793347905761671"
"4294","0.29003337575676197","0.29003337575676197","0.29003337575676197"
"4305","0.2772371730151626","0.2772371730151626","0.2772371730151626"
"4316","0.3001383140674213","0.3001383140674213","0.3001383140674213"
"4327","0.31859183476475433","0.31859183476475433","0.31859183476475433"
"4358","0.3260692746733145","0.3260692746733145","0.3260692746733145"
"4369","0.31519328418914183","0.31519328418914183","0.31519328418914183"
"4380","0.3062008499243394","0.3062008499243394","0.3062008499243394"
"4401","0.3116952385189828","0.3116952385189828","0.3116952385189828"
"4412","0.2821550417357338","0.2821550417357338","0.2821550417357338"
"4423","0.284578676899099","0.284578676899099","0.284578676899099"
"4434","0.2896771922129756","0.2896771922129756","0.2896771922129756"
"4445","0.29504485572809425","0.29504485572809425","0.29504485572809425"
"4456","0.30124874600749296","0.30124874600749296","0.30124874600749296"
"4477","0.3081234190425741","0.3081234190425741","0.3081234190425741"
"4498","0.31580194344761314","0.31580194344761314","0.31580194344761314"
"4529","0.3396360061513363","0.3396360061513363","0.3396360061513363"
"4540","0.34481169482388657","0.34481169482388657","0.34481169482388657"
"4551","0.37630535808215493","0.37630535808215493","0.37630535808215493"
"4562","0.363110570764133","0.363110570764133","0.363110570764133"
"4583","0.34060565905491264","0.34060565905491264","0.34060565905491264"
"4604","0.329567511828917","0.329567511828917","0.329567511828917"
"4615","0.3498609052617632","0.3498609052617632","0.3498609052617632"
"4626","0.3176687666789157","0.3176687666789157","0.3176687666789157"
"4637","0.3135250038898293","0.3135250038898293","0.3135250038898293"
"4648","0.30620650222942924","0.30620650222942924","0.30620650222942924"
"4659","0.3090059525512472","0.3090059525512472","0.3090059525512472"
"4670","0.3144605263247294","0.3144605263247294","0.3144605263247294"
"4681","0.3316126571334467","0.3316126571334467","0.3316126571334467"
"4692","0.33551101687794","0.33551101687794","0.33551101687794"
"4703","0.3334303307236705","0.3334303307236705","0.3334303307236705"
"4714","0.3402911222479972","0.3402911222479972","0.3402911222479972"
"4725","0.33731936334025453","0.33731936334025453","0.33731936334025453"
"4736","0.3251984325739585","0.3251984325739585","0.3251984325739585"
"4747","0.30892251501780166","0.30892251501780166","0.30892251501780166"
"4768","0.28784296251505576","0.28784296251505576","0.28784296251505576"
"4779","0.28168732755698306","0.28168732755698306","0.28168732755698306"
"4790","0.27735138988538555","0.27735138988538555","0.27735138988538555"
"4811","0.25087606776353916","0.25087606776353916","0.25087606776353916"
"4832","0.2616347647854396","0.2616347647854396","0.2616347647854396"
"4843","0.26563996514631016","0.26563996514631016","0.26563996514631016"
"4874","0.2699352267728717","0.2699352267728717","0.2699352267728717"
"4885","0.2681271026383228","0.2681271026383228","0.2681271026383228"
"4896","0.2694350222071191","0.2694350222071191","0.2694350222071191"
"4907","0.2756014169163477","0.2756014169163477","0.2756014169163477"
"4918","0.26406964945344696","0.26406964945344696","0.26406964945344696"
"4939","0.2671136927436464","0.2671136927436464","0.2671136927436464"
"4950","0.2720365697388826","0.2720365697388826","0.2720365697388826"
"4961","0.27438938950084457","0.27438938950084457","0.27438938950084457"
"4972","0.27564336972419773","0.27564336972419773","0.27564336972419773"
"4983","0.279773538605404","0.279773538605404","0.279773538605404"
"4994","0.30162252811658086","0.30162252811658086","0.30162252811658086"
"5005","0.2952390949413273","0.2952390949413273","0.2952390949413273"
"5016","0.29572031672827137","0.29572031672827137","0.29572031672827137"
"5027","0.30813146913655637","0.30813146913655637","0.30813146913655637"
"5038","0.31585546898668426","0.31585546898668426","0.31585546898668426"
"5049","0.3017270889408119","0.3017270889408119","0.3017270889408119"
"5060","0.29341796568009826","0.29341796568009826","0.29341796568009826"
"5071","0.2915165785285134","0.2915165785285134","0.2915165785285134"
"5082","0.29244326951987465","0.29244326951987465","0.29244326951987465"
"5093","0.29144502516588183","0.29144502516588183","0.29144502516588183"
"5104","0.30986849397667","0.30986849397667","0.30986849397667"
"5115","0.32333955564625294","0.32333955564625294","0.32333955564625294"
"5126","0.329381079626548","0.329381079626548","0.329381079626548"
"5137","0.31231486517857354","0.31231486517857354","0.31231486517857354"
"5148","0.31985147043454526","0.31985147043454526","0.31985147043454526"
"5159","0.3341383957704441","0.3341383957704441","0.3341383957704441"
"5170","0.3401136331193014","0.3401136331193014","0.3401136331193014"
"5181","0.320096351309154","0.320096351309154","0.320096351309154"
"5192","0.31690274254692535","0.31690274254692535","0.31690274254692535"
"5203","0.3206943796354979","0.3206943796354979","0.3206943796354979"
"5214","0.29274418299374877","0.29274418299374877","0.29274418299374877"
"5225","0.3037188552829224","0.3037188552829224","0.3037188552829224"
"5246","0.30426389668684356","0.30426389668684356","0.30426389668684356"
"5267","0.3042361459763245","0.3042361459763245","0.3042361459763245"
"5278","0.3016310873581022","0.3016310873581022","0.3016310873581022"
"5289","0.323592044227398","0.323592044227398","0.323592044227398"
"5300","0.32760593496643","0.32760593496643","0.32760593496643"
"5311","0.32785441977724855","0.32785441977724855","0.32785441977724855"
"5322","0.31977552743221205","0.31977552743221205","0.31977552743221205"
"5333","0.32594711053742736","0.32594711053742736","0.32594711053742736"
"5344","0.304720562552826","0.304720562552826","0.304720562552826"
"5355","0.26984418038651065","0.26984418038651065","0.26984418038651065"
"5386","0.26877801100594917","0.26877801100594917","0.26877801100594917"
"5407","0.27398574098705203","0.27398574098705203","0.27398574098705203"
"5418","0.2674678417027687","0.2674678417027687","0.2674678417027687"
"5439","0.24734374823307945","0.24734374823307945","0.24734374823307945"
"5450","0.2390029864143851","0.2390029864143851","0.2390029864143851"
"5461","0.24379904195492189","0.24379904195492189","0.24379904195492189"
"5472","0.24959999366691826","0.24959999366691826","0.24959999366691826"
"5483","0.2500913112372566","0.2500913112372566","0.2500913112372566"
"5494","0.2556263069768376","0.2556263069768376","0.2556263069768376"
"5505","0.25789035844848385","0.25789035844848385","0.25789035844848385"
"5516","0.25840968735521863","0.25840968735521863","0.25840968735521863"
"5527","0.25052382437984183","0.25052382437984183","0.25052382437984183"
"5538","0.24926268499168971","0.24926268499168971","0.24926268499168971"
"5559","0.22863999748438632","0.22863999748438632","0.22863999748438632"
"5570","0.23937142582404033","0.23937142582404033","0.23937142582404033"
"5581","0.24059003533889023","0.24059003533889023","0.24059003533889023"
"5592","0.25472820872542645","0.25472820872542645","0.25472820872542645"
"5603","0.2493696063051284","0.2493696063051284","0.2493696063051284"
"5614","0.29194328407073633","0.29194328407073633","0.29194328407073633"
"5635","0.3091977987720919","0.3091977987720919","0.3091977987720919"
"5646","0.3120094178692549","0.3120094178692549","0.3120094178692549"
"5657","0.3163121483112973","0.3163121483112973","0.3163121483112973"
"5668","0.3173874968276614","0.3173874968276614","0.3173874968276614"
"5679","0.31348414929922197","0.31348414929922197","0.31348414929922197"
"5690","0.30887200917522356","0.30887200917522356","0.30887200917522356"
"5701","0.2967055233739363","0.2967055233739363","0.2967055233739363"
"5712","0.2994533183041862","0.2994533183041862","0.2994533183041862"
"5723","0.2852784726903305","0.2852784726903305","0.2852784726903305"
"5734","0.2904661956306842","0.2904661956306842","0.2904661956306842"
"5745","0.28641966551108305","0.28641966551108305","0.28641966551108305"
"5756","0.29599249839940306","0.29599249839940306","0.29599249839940306"
"5777","0.2948479451844311","0.2948479451844311","0.2948479451844311"
"5798","0.3203346816367101","0.3203346816367101","0.3203346816367101"
"5809","0.31126330177465045","0.31126330177465045","0.31126330177465045"
"5820","0.2964997795471762","0.2964997795471762","0.2964997795471762"
"5841","0.3241165112750363","0.3241165112750363","0.3241165112750363"
"5862","0.3409152252294741","0.3409152252294741","0.3409152252294741"
"5873","0.344667628904266","0.344667628904266","0.344667628904266"
"5884","0.30754431842863594","0.30754431842863594","0.30754431842863594"
"5895","0.2876635156357157","0.2876635156357157","0.2876635156357157"
"5906","0.2890530316088037","0.2890530316088037","0.2890530316088037"
