Time (sec),Max Height X,Max Height Y
25.4,0.2754856279,0.3469113115
25.43331066,0.2644039745,0.3489503029
25.46666667,0.2801045684,0.3452040065
25.5,0.2839448629,0.3403826849
25.53331066,0.2945561008,0.3407643377
25.56666667,0.3011971375,0.3467832661
25.6,0.3076328858,0.3416875758
25.63331066,0.2905255148,0.3500189704
25.66666667,0.3054717953,0.3587042034
25.7,0.3154148277,0.361561235
25.73331066,0.3140863125,0.3502049293
25.76666667,0.3265385915,0.3542445679
25.8,0.3085503772,0.3534339779
25.83331066,0.2977612623,0.3553672747
25.86666667,0.3061247556,0.3661862666
25.9,0.3069209808,0.3556675705
25.93331066,0.2856313666,0.3652166381
25.96666667,0.3030092774,0.3652166381
26,0.3140381437,0.3613913687
26.03331066,0.2902826348,0.35687978
26.06666667,0.299331863,0.3592634707
26.1,0.2956270371,0.3600677031
26.13331066,0.3031070054,0.3686839962
26.16666667,0.3121210257,0.3686839962
26.2,0.291966308,0.3595537334
26.23331066,0.3051072518,0.3645349875
26.26666667,0.2919715718,0.3696064396
26.3,0.2915867677,0.376968305
26.33331066,0.3105842921,0.3818586658
26.36666667,0.3212242327,0.3826988582
26.4,0.2956263419,0.3736460783
26.43331066,0.297641039,0.3820230685
26.46666667,0.2989886231,0.3866096567
26.5,0.3141458531,0.3938681123
26.53331066,0.3249880529,0.3938681123
26.56666667,0.3277199685,0.3955987616
26.6,0.3180459861,0.3952002215
26.63331066,0.3164833308,0.3971860676
26.66666667,0.3198439236,0.4001655817
26.7,0.324065397,0.4070228151
26.73331066,0.327427281,0.4139314058
26.76666667,0.3266600564,0.4200020888
26.8,0.3283223267,0.4256768145
26.83331066,0.3287114511,0.4232669981
26.86666667,0.3327506777,0.4286953681
26.9,0.3240855584,0.4335780799
26.93331066,0.3375008161,0.4421201682
26.96666667,0.3386942104,0.4409394486
27,0.3493368325,0.4496846811
27.03331066,0.3691462246,0.4451472648
27.06666667,0.3552418302,0.4451472648
27.1,0.3487275221,0.4483776048
27.13331066,0.3081862807,0.4483776048
27.16666667,0.3238730198,0.4574702189
27.2,0.3378643167,0.4642061618
27.23331066,0.3351124384,0.4605431098
27.26666667,0.332732304,0.4605431098
27.3,0.3329728501,0.4729228846
27.33331066,0.3329728501,0.4712767711
27.36666667,0.3276514397,0.478002085
27.4,0.3288421524,0.482935558
27.43331066,0.3133449103,0.48618358
27.46666667,0.3126024157,0.4961369989
27.5,0.3365717046,0.5026697977
27.53331066,0.3467471391,0.4933051989
27.56666667,0.3350186831,0.4919146298
27.6,0.3347484412,0.5013063973
27.63331066,0.330499159,0.5018998365
27.66666667,0.3340459714,0.5084988434
27.7,0.3412521224,0.50727074
27.73331066,0.3407719242,0.5073578586
27.76666667,0.3383577241,0.5142818961
27.8,0.3422593965,0.5015391935
27.83331066,0.3328271519,0.5174444884
27.86666667,0.3409479141,0.5171363946
27.9,0.3320868422,0.5142413666
27.93331066,0.3321892381,0.5132019539
27.96666667,0.3306322439,0.5195293237
28,0.3340637491,0.5200329127
28.03331066,0.3288566527,0.5218806306
28.06666667,0.3308780537,0.5238522715
28.1,0.3197426201,0.5238522715
28.13331066,0.3273385908,0.5263859115
28.16666667,0.3322606471,0.5340457382
28.2,0.345749896,0.5340457382
28.23331066,0.34448986,0.5248920816
28.26666667,0.34448986,0.5329837263
28.3,0.3414992234,0.530603115
28.33331066,0.3429193586,0.5317518481
28.36666667,0.3430362548,0.5357868179
28.4,0.3185581644,0.5377663064
28.43331066,0.3358855227,0.5476368782
28.46666667,0.3292772607,0.5411515625
28.5,0.3317869045,0.5495058543
28.53331066,0.3381456821,0.5495058543
28.56666667,0.3446004992,0.5503473877
28.6,0.348697727,0.5628117977
28.63331066,0.348697727,0.5813567747
28.66666667,0.3291988995,0.6251803373
28.7,0.3613887644,0.7127424797
28.73331066,0.4161613521,0.5828226412
28.76666667,0.4204857181,0.4460541123
28.8,0.3933115656,0.3128541162
28.83331066,0.3846891526,0.1806579206
28.86666667,0.3776895812,0.03875600291
